system:index,AOT,B1,B11,B12,B2,B3,B4,B5,B6,B7,B8,B8A,B9,MSK_CLDPRB,MSK_SNWPRB,QA10,QA20,QA60,SCL,TCI_G,TCI_R,WVP,id,lake,lat,lon,.geo
71,120.0,12817.0,6208.0,4574.0,12000.0,11624.0,11488.0,12133.0,11616.0,11359.0,11232.0,10946.0,15675.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,1150.0,20191009T102029_20191009T102303_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
72,131.0,6167.0,6173.0,6198.0,6176.0,6232.0,6424.0,6852.0,6658.0,6641.0,6256.0,6544.0,6797.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,783.0,20190221T102039_20190221T102520_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
73,101.0,4035.0,3614.0,3603.0,3182.0,3024.0,3156.0,3620.0,3714.0,3803.0,3342.0,3900.0,4902.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,681.0,20190313T102019_20190313T102552_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
74,204.0,1516.0,984.0,886.0,1492.0,1362.0,1232.0,1377.0,1564.0,1687.0,1648.0,1662.0,3399.0,12.0,0.0,0.0,0.0,2048.0,10.0,139.0,126.0,2131.0,20190621T102029_20190621T102031_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
75,125.0,638.0,537.0,603.0,667.0,537.0,517.0,545.0,547.0,570.0,716.0,632.0,814.0,0.0,0.0,0.0,0.0,0.0,6.0,55.0,53.0,390.0,20190102T102429_20190102T102505_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
76,178.0,96.0,183.0,174.0,85.0,146.0,95.0,93.0,131.0,135.0,157.0,154.0,354.0,0.0,0.0,0.0,0.0,2048.0,10.0,15.0,9.0,707.0,20190223T101021_20190223T101031_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
77,204.0,8602.0,2678.0,2371.0,8512.0,8032.0,7892.0,7832.0,7807.0,7785.0,8232.0,7719.0,7049.0,0.0,45.0,0.0,0.0,1024.0,8.0,255.0,255.0,421.0,20191215T101329_20191215T101327_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
78,107.0,2188.0,984.0,827.0,2144.0,1508.0,1284.0,1216.0,1168.0,1184.0,1196.0,1088.0,828.0,19.0,0.0,0.0,0.0,1024.0,6.0,154.0,131.0,481.0,20190129T101259_20190129T101440_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
79,114.0,13179.0,8257.0,6966.0,12888.0,12200.0,11728.0,12488.0,11835.0,11629.0,11960.0,11369.0,15627.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,1743.0,20190628T101039_20190628T101033_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
80,114.0,7674.0,5196.0,4842.0,7316.0,6812.0,6564.0,6293.0,5900.0,5749.0,6476.0,5735.0,6089.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,875.0,20191110T101241_20191110T101236_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
81,126.0,11083.0,6698.0,5614.0,9640.0,9272.0,9200.0,9786.0,9395.0,9140.0,9120.0,8945.0,15662.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,1185.0,20190703T101031_20190703T101051_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
82,202.0,2524.0,2402.0,1976.0,2718.0,2476.0,2498.0,2601.0,2688.0,2710.0,3056.0,2768.0,3962.0,56.0,0.0,0.0,0.0,2048.0,8.0,252.0,254.0,752.0,20190206T102211_20190206T102327_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
83,204.0,14629.0,6155.0,4960.0,13888.0,12432.0,11720.0,12160.0,11349.0,10991.0,11520.0,10505.0,15979.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,1500.0,20190708T101039_20190708T101033_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
84,204.0,10946.0,2336.0,2729.0,10072.0,8992.0,8312.0,9127.0,8539.0,8126.0,8544.0,7784.0,16021.0,0.0,95.0,0.0,0.0,1024.0,8.0,255.0,255.0,2690.0,20190807T101029_20190807T101242_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
85,204.0,7109.0,3026.0,2476.0,7012.0,6576.0,6624.0,6722.0,6553.0,6649.0,6796.0,6533.0,5648.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,629.0,20191225T101329_20191225T101330_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
86,204.0,4170.0,2054.0,2112.0,4172.0,3742.0,3436.0,3751.0,3691.0,3602.0,3974.0,3526.0,11574.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,1119.0,20191108T102139_20191108T102508_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
87,166.0,1298.0,978.0,1001.0,993.0,885.0,893.0,774.0,829.0,917.0,1001.0,956.0,1429.0,0.0,0.0,0.0,0.0,1024.0,6.0,90.0,91.0,642.0,20190325T101021_20190325T101055_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
88,204.0,3971.0,4882.0,4304.0,4440.0,4388.0,4120.0,4652.0,4859.0,4897.0,5368.0,4997.0,8320.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,1490.0,20190608T101029_20190608T101032_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
89,204.0,2668.0,3143.0,2588.0,2610.0,2964.0,2932.0,3113.0,3415.0,3545.0,4038.0,3757.0,4938.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,637.0,20190924T102021_20190924T102418_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
90,204.0,7193.0,3707.0,2773.0,8344.0,7872.0,7764.0,7653.0,7407.0,7355.0,8128.0,7110.0,5713.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,748.0,20191016T101029_20191016T101025_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
91,202.0,6062.0,3333.0,2123.0,5724.0,5236.0,5348.0,5496.0,5301.0,5269.0,5288.0,5240.0,5597.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,866.0,20190107T102411_20190107T102405_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
92,204.0,3201.0,1551.0,1531.0,3370.0,3272.0,3218.0,3397.0,3777.0,3945.0,4070.0,4016.0,4580.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,687.0,20190805T102031_20190805T102440_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
93,142.0,11706.0,6169.0,4705.0,11240.0,10840.0,10848.0,11087.0,10806.0,10711.0,11048.0,10473.0,11112.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,484.0,20190315T101021_20190315T101043_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
94,204.0,13398.0,5040.0,3670.0,12224.0,11448.0,10928.0,11328.0,10607.0,10392.0,10384.0,10175.0,15477.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,1644.0,20190527T102031_20190527T102026_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
95,202.0,5950.0,3928.0,3053.0,5644.0,5132.0,5416.0,5741.0,5748.0,5701.0,5856.0,5665.0,6894.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,503.0,20190109T101409_20190109T101406_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
96,180.0,10012.0,3967.0,2890.0,9240.0,8672.0,8456.0,8650.0,8349.0,8200.0,8416.0,7990.0,10086.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,909.0,20190815T102031_20190815T102026_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
97,204.0,6450.0,3441.0,2907.0,5992.0,6104.0,6036.0,6162.0,6120.0,6105.0,6344.0,6079.0,7300.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,282.0,20191103T102211_20191103T102205_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
98,202.0,9802.0,4615.0,3477.0,9632.0,8392.0,8232.0,8414.0,8187.0,8200.0,9008.0,8196.0,8632.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,348.0,20190318T102021_20190318T102020_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
99,202.0,3245.0,2978.0,2661.0,3050.0,3016.0,3212.0,3265.0,3261.0,3094.0,3440.0,3061.0,3728.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,317.0,20190117T102351_20190117T102347_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
100,204.0,9699.0,3327.0,3065.0,8904.0,8216.0,7892.0,7787.0,7372.0,7276.0,7484.0,7050.0,8873.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,771.0,20191118T102219_20191118T102220_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
101,204.0,6442.0,2954.0,2875.0,6388.0,6376.0,6504.0,6669.0,6756.0,6820.0,7064.0,6844.0,7615.0,100.0,8.0,0.0,0.0,1024.0,9.0,255.0,255.0,609.0,20190706T102031_20190706T102357_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
102,204.0,7123.0,2015.0,1687.0,7028.0,6704.0,6528.0,6539.0,6429.0,6372.0,6440.0,6296.0,7985.0,99.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,518.0,20190929T102029_20190929T102023_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
103,202.0,10722.0,4454.0,3381.0,9096.0,8280.0,8148.0,8379.0,8311.0,8226.0,8328.0,8250.0,10828.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,358.0,20190211T102149_20190211T102246_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
104,204.0,6045.0,3765.0,2692.0,5756.0,5704.0,5572.0,5455.0,5420.0,5487.0,5332.0,5589.0,2947.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,1009.0,20191001T101031_20191001T101058_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
105,202.0,5553.0,2823.0,2787.0,5488.0,5436.0,5524.0,5676.0,5665.0,5610.0,5976.0,5561.0,6657.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,639.0,20190414T101031_20190414T101248_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
106,204.0,5370.0,3144.0,2868.0,4828.0,4124.0,4028.0,4263.0,4161.0,4068.0,4412.0,4058.0,5939.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,365.0,20191228T102339_20191228T102333_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
107,202.0,2096.0,739.0,664.0,1584.0,1240.0,1050.0,1056.0,998.0,951.0,991.0,970.0,946.0,18.0,0.0,0.0,0.0,1024.0,6.0,126.0,107.0,329.0,20190124T101311_20190124T101314_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
108,204.0,4430.0,2443.0,2583.0,4388.0,3852.0,3642.0,3924.0,3990.0,3811.0,4216.0,3805.0,9393.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,708.0,20191218T102339_20191218T102427_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
109,180.0,4231.0,1816.0,1961.0,3848.0,3540.0,3292.0,3514.0,3575.0,3590.0,3698.0,3648.0,7665.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,864.0,20191004T102031_20191004T102025_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
110,204.0,4614.0,4329.0,3523.0,4352.0,4476.0,4696.0,4854.0,5096.0,5380.0,5240.0,5403.0,5388.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,626.0,20190817T101029_20190817T101605_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
111,202.0,1836.0,1378.0,1424.0,1686.0,1656.0,1468.0,1494.0,1582.0,1653.0,1804.0,1685.0,2484.0,14.0,0.0,0.0,0.0,2048.0,10.0,169.0,150.0,1357.0,20190427T102031_20190427T102320_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
112,196.0,10265.0,5220.0,4223.0,9224.0,8552.0,8144.0,8530.0,8149.0,7985.0,7968.0,7812.0,13152.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,1228.0,20190429T101029_20190429T101238_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
113,204.0,5917.0,3311.0,2441.0,5636.0,5524.0,5392.0,5337.0,5369.0,5264.0,5376.0,5159.0,4567.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,454.0,20191105T101119_20191105T101115_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
114,202.0,5243.0,3932.0,3144.0,5116.0,4852.0,4928.0,5055.0,5005.0,4952.0,5048.0,4960.0,4317.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,686.0,20190127T102311_20190127T102327_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
115,113.0,4164.0,1888.0,1303.0,3942.0,3438.0,3492.0,3501.0,3362.0,3407.0,3382.0,3328.0,2780.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,706.0,20190112T102409_20190112T102555_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
116,204.0,1218.0,2717.0,2570.0,1236.0,1678.0,1986.0,2322.0,2913.0,3135.0,3032.0,3343.0,4133.0,97.0,0.0,0.0,0.0,1024.0,9.0,171.0,202.0,669.0,20191011T101031_20191011T101027_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
117,202.0,3710.0,3960.0,3148.0,3516.0,4144.0,4636.0,4830.0,4957.0,5022.0,5068.0,5182.0,6152.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,462.0,20190308T102021_20190308T102017_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
118,202.0,4670.0,3451.0,3048.0,4188.0,3880.0,3660.0,4016.0,4169.0,4210.0,4308.0,4288.0,6317.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,688.0,20190226T102021_20190226T102019_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
119,204.0,7856.0,3476.0,2527.0,7124.0,6820.0,6588.0,6781.0,6538.0,6451.0,6444.0,6481.0,7186.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,653.0,20191120T101321_20191120T101408_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
120,202.0,9320.0,3281.0,3688.0,8936.0,8904.0,9144.0,9568.0,9267.0,9052.0,9720.0,8964.0,15395.0,0.0,31.0,0.0,0.0,1024.0,8.0,255.0,255.0,343.0,20190203T101221_20190203T101427_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
121,204.0,6453.0,4092.0,3236.0,6572.0,6300.0,6436.0,6772.0,6831.0,6934.0,7420.0,6959.0,8914.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,643.0,20190509T101039_20190509T101033_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
122,204.0,3624.0,1955.0,2114.0,3874.0,4084.0,4124.0,4389.0,4582.0,4683.0,4960.0,4718.0,8851.0,0.0,31.0,0.0,0.0,1024.0,8.0,255.0,255.0,891.0,20190731T102029_20190731T102031_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
123,202.0,3279.0,3402.0,2803.0,3364.0,3360.0,3548.0,3745.0,3697.0,3751.0,3848.0,3764.0,4029.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,1141.0,20190328T102021_20190328T102023_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
124,204.0,1319.0,930.0,1006.0,1398.0,1302.0,1094.0,1153.0,1259.0,1413.0,1348.0,1499.0,2877.0,9.0,0.0,0.0,0.0,2048.0,10.0,133.0,112.0,1473.0,20190820T102029_20190820T102459_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
125,202.0,5723.0,4301.0,3582.0,6964.0,6564.0,6156.0,5973.0,5817.0,5682.0,7088.0,5563.0,6800.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,276.0,20190310T101019_20190310T101022_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
126,202.0,7306.0,2514.0,2460.0,7152.0,6860.0,6940.0,7166.0,7339.0,7354.0,7876.0,7288.0,7974.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,343.0,20190504T101031_20190504T101433_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
127,144.0,12160.0,7736.0,5844.0,12168.0,12024.0,12208.0,12352.0,12027.0,11947.0,11896.0,11938.0,12490.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,1407.0,20190716T102031_20190716T102028_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
128,204.0,3758.0,2512.0,2604.0,4236.0,4340.0,4252.0,4393.0,4513.0,4570.0,5060.0,4535.0,6302.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,311.0,20191019T102029_20191019T102031_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
129,160.0,12253.0,6546.0,4916.0,12560.0,11136.0,10824.0,11144.0,10646.0,10511.0,10744.0,10135.0,12671.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,1131.0,20190502T102029_20190502T102223_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
130,204.0,2742.0,2737.0,2614.0,2166.0,2664.0,2964.0,3012.0,3352.0,3544.0,3638.0,3786.0,2671.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,41.0,20191021T101041_20191021T101549_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
131,204.0,6478.0,3608.0,2420.0,7272.0,6288.0,5760.0,5412.0,5091.0,4783.0,6532.0,4632.0,4016.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,29.0,20191230T101421_20191230T101423_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
132,142.0,8479.0,3328.0,3340.0,8012.0,7564.0,7408.0,7609.0,7446.0,7399.0,7760.0,7095.0,10185.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,276.0,20190201T102249_20190201T102243_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
133,204.0,2083.0,1523.0,1729.0,2920.0,3222.0,3296.0,2875.0,3131.0,3354.0,3858.0,3510.0,2093.0,0.0,13.0,0.0,0.0,1024.0,8.0,255.0,255.0,,20191208T102319_20191208T102419_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
134,202.0,9873.0,2963.0,3225.0,9144.0,8736.0,8712.0,8795.0,8507.0,8294.0,8952.0,8189.0,11815.0,0.0,41.0,0.0,0.0,1024.0,8.0,255.0,255.0,298.0,20190104T101411_20190104T101407_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
135,204.0,7169.0,3113.0,3121.0,6988.0,6772.0,6860.0,6779.0,6801.0,6952.0,7172.0,6866.0,6984.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,222.0,20191115T101209_20191115T101203_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
136,204.0,7521.0,2163.0,2616.0,7876.0,7868.0,8028.0,8342.0,8108.0,8082.0,8368.0,7991.0,15300.0,74.0,0.0,0.0,0.0,1024.0,8.0,255.0,255.0,848.0,20190909T102029_20190909T102024_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
137,204.0,1751.0,1262.0,1158.0,1722.0,1654.0,1458.0,1581.0,1614.0,1659.0,1746.0,1700.0,4276.0,19.0,0.0,0.0,0.0,2048.0,8.0,169.0,149.0,825.0,20191026T101029_20191026T101554_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
138,202.0,10928.0,3383.0,3208.0,10160.0,9840.0,9920.0,9292.0,9296.0,9629.0,10096.0,9549.0,4654.0,0.0,46.0,0.0,0.0,1024.0,8.0,255.0,255.0,,20190303T102019_20190303T102242_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
139,204.0,7742.0,3260.0,2643.0,5716.0,5080.0,4984.0,5234.0,5304.0,5299.0,5000.0,5383.0,1868.0,100.0,0.0,0.0,0.0,1024.0,9.0,255.0,255.0,,20191223T102431_20191223T102430_T33UVU,Werbellinsee,52.91951411672295,13.709939443907867,"{""type"":""Point"",""coordinates"":[13.709939443907867,52.91951411672296]}"
